inform, id like to find a moderately priced restaurant in the west part of town
thankyou, thank you good bye
reqalts, anything else
reqalts, how about gastropub food
reqalts, how about italian food
affirm, yes
thankyou, thank you goodbye
inform, im looking for something expensive
request, what is the phone number
inform, japanese
request, phone
thankyou, thank you good bye
thankyou, thank you good bye
request, what area is it in
null(), town
null(), noise
request, may i have the phone number
affirm, yes
inform, italian
request, and address
null(), noise
thankyou, thank you good bye
inform, east part of town
reqalts, how about european
inform, south
request, i need the address phone number and post code
reqalts, is there a restaurant serving vietnamese food
affirm, right
thankyou, thank you good bye
bye, goodbye
request, the address
thankyou, thank you good bye
affirm, yes
affirm, yes
inform, international type of food
request, what is the address
inform, it doesnt matter
inform, any
request, phone number
thankyou, thank you goodbye
thankyou, thank you good bye
inform, a cheap restaurant
request, uh can i have the address
thankyou, thank you good bye
thankyou, thank you good bye
request, what type of food
inform, spanish food
inform, vietnamese food
request, address
request, okay and can i get the address
thankyou, thank you good bye
request, phone number
inform, chinese food
inform, european
inform, im looking for a moderately priced restaurant that serves british food
affirm, right
null(), i need
thankyou, thank you good bye
request, can i have the address
inform, im looking for french food
request, what is the post code
null(), sil
thankyou, thank you
request, area
inform, brazilian
inform, cheap restaurant in the west part of town
request, phone number
request, phone number
request, can i have the address and post code
request, what is the phone number
inform, any
inform, italian food
inform, it doesnt matter
request, what is the address
request, what type of food does it
inform, seafood
null(), noise
request, can i have the phone number
inform, i want a cheap hungarian food restaurant
request, and the postal code
inform, east
inform, um i need a vietnamese restaurant in any price range
inform, international type food
bye, bye
request, can i have the address and phone number
negate, no
request, whats the phone number
request, address
inform, italian food
hello, hi im looking for a moderately priced restaurant
inform, south part of town
inform, cheap
inform, west part of town
request, phone number
null(), sil
request, what is the address
inform, i dont care
inform, gastropub
inform, moderately priced afghan
inform, turkey food
request, what type of food is it
inform, a cheap restaurant
request, what is the address
reqalts, how about italian
null(), unintelligible
request, address
thankyou, thank you good bye
null(), laughing
reqalts, how about british food
bye, very good thank you good bye
affirm, yeah
null(), whats the promo code
request, type of food do they serve
request, address
inform, south
request, phone number
request, see the address
request, id like the address and phone number please
thankyou, thank you good bye
thankyou, okay thank you
inform, i dont care
request, and whats their address
inform, im looking for something serving vegetarian food
inform, looking for a cheap restaurant that serves spanish food
null(), viet
inform, thai food
request, whats their address and phone number
request, phone number
affirm, yes
request, phone number
reqalts, is there anything else
negate, no
affirm, yes an expensive restaurant serving african food
request, whats the phone number
inform, can i have a moderately priced restaurant in the south part of town
inform, im looking for a cheap restaurant that serves
request, phone number
inform, um any type
request, address
inform, i dont care
reqalts, how about chinese
thankyou, thank you good bye
request, okay what is the address and phone number
request, what part of town
thankyou, thank you good bye
inform, north part of town
null(), gonville and caius college
inform, west
request, what type of food do they serve
request, address phone number
inform, moderate priced
affirm, yes
inform, asian oriental
inform, i dont care
request, phone number
request, may i have the address phone
negate, no
inform, belgium
null(), um what
request, price range
reqalts, anything else
request, phone number
thankyou, uh thank you good bye
request, price range
inform, i am looking for an expensive restaurant in the east
thankyou, thank you good bye
thankyou, thank you good bye
affirm, yes
request, give me the address please
inform, im looking for a restaurant in the south part of town
inform, it does not matter
thankyou, thank you goodbye
request, and their post code
request, the address
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, thank you good bye
null(), sil
request, what is the address and phone number
thankyou, thank you goodbye
inform, i dont care
inform, west part of town
inform, jamaican food
bye, good bye
reqalts, anything else
request, what is the phone number
thankyou, noise thank you goodbye
request, what is the address
inform, north
negate, no
hello, hi im looking for a restaurant in the west part of town that serves baskaye food
inform, moderately priced
request, and post code
inform, noise cheap restaurant
inform, italian food
inform, dont care
request, whats the address
inform, i dont care
inform, it doesnt matter
reqalts, what about cuban food
inform, dont care
thankyou, thank you good bye
inform, indian
inform, looking for a restaurant in the east part of town
inform, expensive
inform, italian
thankyou, thank you good bye
request, phone number
bye, good bye
inform, it doesnt matter
inform, bistro
request, what kind of food do they serve
inform, i dont care
inform, any part of town
request, phone number
thankyou, thank you good bye
request, phone number
inform, moderately priced restaurant in the south part of town
request, what is the phone number
thankyou, thank you good bye
null(), uh
inform, moderately
inform, id like a restaurant in any area
request, what part of town is it in
inform, i dont care
thankyou, okay thank you good bye
thankyou, thank you good bye
inform, world food
inform, um i dont care i just want traditional food
thankyou, thank you good bye
request, what is the phone number
inform, south
null(), sil
inform, expensive
inform, west part of town
inform, turkish food
inform, sea food
thankyou, thank you good bye
inform, doesnt matter
reqalts, how about british food
request, okay could you give me the phone number
request, address
null(), that serves
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, thank you good bye
inform, im looking for a restaurant in any area that serves
reqalts, anything else
request, what is the address
inform, basque
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, thank you good bye
inform, any price range
inform, something moderately priced
inform, west
inform, okay im looking for an expensive restaurant
request, whats the phone number
request, what is the phone number
request, what is the phone number
inform, asian food
inform, what does rice house
thankyou, thank you good bye
inform, cheap restaurant
inform, any is okay
request, whats the price range
inform, swedish food expensive
inform, moderately priced north part of
request, phone number
inform, asian oriental
request, address
request, part of town is it in
affirm, yes right
request, phone number
request, what is the address
affirm, yes
request, alright do you have the phone number for that one
thankyou, thank you good bye
inform, spanish
thankyou, thank you good bye
request, address and phone number
reqalts, how about an expensive restaurant that serves european food
inform, spanish food
thankyou, thank you good bye
thankyou, okay thank you bye
thankyou, thank you goodbye
null(), noise
null(), breathing
inform, any kind
affirm, yes
request, can i get the address
reqalts, how about spanish food
request, can i get the address
thankyou, okay thank you good bye
reqalts, how about thai food
inform, moderately priced
request, and what type of food
thankyou, okay thank you good bye
inform, french
null(), sil
reqalts, how about mediterranean food
request, phone number
null(), sil
bye, good bye
request, address
inform, uh east
reqalts, what about korean food
request, whats the address
inform, i want i want indian food
request, what is the phone number
reqalts, is there anything else
inform, persian food
inform, south town
request, what area is that
inform, east part of town
inform, international food
request, and for good luck what is the post code
request, what type of food do they serve
request, phone number
thankyou, thank you goodbye
request, address
thankyou, thank you good bye
inform, south
request, what about the post code
request, phone number
thankyou, thank you good bye
request, what is there phone number
request, whats the address
null(), sil
thankyou, thank you good bye
inform, in the east part of town
request, can i have the phone number
null(), cough
request, what type of food
thankyou, thank you good bye
request, and the post code
reqalts, what about indian food
request, what area of town is it
inform, noise taquita restaurant
request, um could i have the address
request, address
thankyou, thank you good bye
request, whats the address
inform, any part of town
inform, indian food
inform, doesnt matter
null(), sil
inform, any
request, what part of town are they in
request, address
request, what is the address and phone number
null(), i want to find a
reqalts, how about indian food
inform, noise i want to find a restaurant that serve french food
inform, i want some british food
reqalts, how about vietnamese
inform, i dont care
affirm, yes
thankyou, thank you good bye
negate, no
request, postcode
inform, asian oriental
inform, venetian
reqalts, okay is there a restaurant that serves thai food
request, can i have the address and post code
request, what is the address of that venue
inform, i dont care
thankyou, thank you goodbye
inform, center
null(), whats the ph
reqalts, how about spanish food
request, address
inform, north american
thankyou, thank you good bye
request, whats the phone number
inform, any
thankyou, thank you good bye
inform, italian
request, address
inform, spanish food any area
request, address
inform, expensive
inform, european food
inform, dont care
thankyou, thank you good bye
request, phone number and address
request, post code
inform, i would like to find an expensive restaurant in the south part
inform, south
thankyou, thank you goodbye
request, phone number again
request, phone number
request, whats the address
inform, moderate price
reqalts, there any other
bye, good bye
inform, i wanted an expensive restaurant
bye, okay cool thank you good bye
inform, mediterranean food
null(), knocking
request, whats the phone number
inform, moderate price
thankyou, thank you good bye
bye, good bye
inform, dont care
request, okay can i have the address
inform, im looking for a moderately priced restaurant in the north part of town
inform, korean type food
request, what is the post code
thankyou, thank you good bye
inform, russian food
negate, no
inform, singaporean food
reqalts, what about british
request, what is the address
request, address and phone number
thankyou, thank you goodbye
reqalts, how about chinese food
affirm, yes
inform, i want to find a moderately priced restaurant and it should be in the west part of town
affirm, yes
request, phone number
null(), unintelligible
request, what is the address
thankyou, okay thank you good bye
affirm, yes
negate, no i want
request, address and phone number
inform, chinese food
thankyou, thank you good bye
thankyou, thank you goodbye
thankyou, okay um thatll do it thank you and goodbye
negate, no
thankyou, thank you good bye
thankyou, thank you good bye
inform, id like thai food
request, whats the address
inform, that serves japanese food
inform, kosher
inform, moderately priced restaurant in the north part of town
thankyou, thank you good bye
reqalts, how about cheap portuguese food
inform, the south part
request, address
inform, im looking for a cheap restaurant in the west part of town
null(), noise
inform, im looking for a cheap restaurant that serves portuguese food
request, please let me have the address
request, what is its address
reqalts, how about italian food
bye, thanks good bye
thankyou, thank you good bye
inform, can i have a different restaurant that serves portuguese food
request, whats the phone number
request, what is the address
reqalts, what about european food
affirm, yes
inform, indian food
inform, im looking for italian food
inform, venue
reqalts, how about chinese food
thankyou, thank you good bye
inform, south part of town
inform, thai food
request, whats the address
thankyou, thank you
negate, no
request, what type of food do they serve
inform, im looking for moderately priced restaurant
inform, sea food
inform, thai food
inform, vietnamese food
inform, asian oriental food
thankyou, thank you good bye
thankyou, thank you good bye
inform, turkish food
inform, dont care
thankyou, thank you good bye
inform, breath im looking for a cheap restaurant serving catalan food
thankyou, thank you good bye
reqalts, anything else
inform, doesnt matter
null(), sil
inform, swedish food
request, whats the phone number
inform, i want to find a cheap restaurant in the south part of town
request, phone number
request, address phone number price range
bye, goodbye
inform, cuban
thankyou, thank you good bye
reqalts, okay how about european food
request, could i have the address phone number and
thankyou, thank you good bye
thankyou, thank you good bye
inform, the south part of town
inform, south
request, may i have the address phone number and price range
thankyou, thank you
inform, looking for a restaurant that serves corsica food in any area
inform, i dont care
thankyou, thank you good bye
thankyou, thank you good bye
inform, im looking for an expensive restaurant in the south part of town
inform, dont care
inform, gastropub food
null(), sil
null(), unintelligible
request, tell me the post code
inform, caribbean food
inform, sea food
bye, good bye
inform, i dont care
request, what type of food
affirm, yes
inform, im looking for a moderately priced restaurant in the east part of town
thankyou, thank you good bye
request, whats the phone number
thankyou, thank you good bye
thankyou, thank you good bye
null(), okay
inform, i dont care
thankyou, thank you good bye
thankyou, thank you good bye
request, can i have its phone number
request, the address
inform, indian
inform, cheap restaurant
inform, any thing
request, what is the address
inform, south part of town
inform, chinese food
negate, no
request, and the address
inform, vietnamese food
inform, gastropub
inform, center
null(), sil
reqalts, how about british type of food
inform, gastropub
null(), prise me
thankyou, thank you good bye
thankyou, thank you goodbye
null(), noise
null(), unintelligible
inform, expensive
inform, um moderate
thankyou, thank you good bye
request, i need the phone number and post code
affirm, ye
inform, restaurant in the west part of town serving barbecue
inform, seafood
request, can i get the phone number
inform, im looking for a cheap restaurant in the south part of town
affirm, yes
request, and whats the price range
inform, uh expensive european food
request, i want to know the phone number
null(), noise
inform, turkish
inform, south part of town
bye, okay good bye
inform, dont care
null(), unintelligible
bye, good bye
inform, moderate
thankyou, thank you good bye
null(), bad
inform, any food
inform, moderate
inform, let me get some world food and i dont care about the price range
affirm, right
thankyou, thank you good bye
inform, cheap
negate, no thank you good bye
thankyou, thank you good bye
inform, i dont care
request, and their post code
request, okay can i have the phone number
inform, im looking for a restaurant in the south part of town serving chinese food
thankyou, thank you good bye
request, whats the phone number
inform, it doesnt matter
inform, restaurant moderate price
affirm, yes
inform, italian
null(), you have a shitty system
request, phone number and price range
affirm, yes
inform, italian
inform, expensive restaurant
request, address
request, phone number
null(), sil
request, whats the phone number
inform, im looking for a cheap restaurant in the east part of town
affirm, right
inform, turkish type of food
inform, i dont care what price range
request, and the phone number
inform, can i get a restaurant in the west part of town
inform, i dont care
inform, i would like a restaurant in the west part of town that serves cuban food
thankyou, thank you good bye
request, address
bye, good bye
inform, the south part of town
inform, portuguese
request, what is the phone number
affirm, yes
thankyou, thank you good bye
inform, the south part of town
inform, im looking for a moderate priced restaurant in south part of
thankyou, thank you good bye
inform, malaysian food
thankyou, thank you good bye
request, and phone number
inform, irish food
request, whats the phone number for noise
inform, doesnt matter
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, breath thank you goodbye
thankyou, thank you good bye
request, and the phone number
inform, c h e a p cheap
affirm, right
null(), can i get
inform, i would like to find a moderately priced restaurant and it should be in the east
request, may i have the phone number
inform, im looking for an expensive restaurant serving vegetarian food
inform, portuguese
inform, vietnamese food
inform, it doesnt matter
hello, hello and welcome
inform, vegetarian food
request, whats the phone number
request, and the price range
inform, i dont care
inform, im looking for an expensive restaurant in the south part of town
bye, okay good bye
null(), what is one of them
affirm, yes
inform, i want to find a restaurant in the centre that serves thai food
thankyou, thank you good bye
request, post code
inform, the expensive price range
inform, barbecue food
inform, modern european
reqalts, what about turkish food
request, address
reqalts, are there any restaurants serving turkish food
inform, cheap restaurant
thankyou, thank you good bye
inform, yea im looking for a restaurant in the moderate price range serving vietnamese food
affirm, uh yes im looking for a belgian restaurant in new york city
inform, expensive restaurant serving kosher food
inform, west
inform, im looking for a restaurant
inform, japanese
thankyou, thank you good bye
request, whats the post code
confirm, is there a chinese
request, whats the address
request, address please
inform, any
request, may i have its address
request, address
request, can i have the phone number
request, may i have the address
request, phone number
inform, indian food noise
thankyou, thank you good bye
request, and what is the price range
hello, hello
thankyou, thank you good bye
inform, gastropub food
request, whats the address for moderately priced restaurants in the south part of town
null(), sil
request, phone number
thankyou, thank you good bye
request, may i have the address please
request, and the phone number
inform, looking for a moderately priced restaurant
inform, dont care
inform, chinese food east part of town
null(), cough
thankyou, okay thank you good bye
request, may i have the phone number
inform, gastro pub food
thankyou, thank you good bye
affirm, yes
thankyou, thank you goodbye
inform, indian food
affirm, yes
thankyou, thank you good bye
inform, im looking for a restaurant in the center that serves turkish food
inform, uh world food
thankyou, thank you good bye
request, what is the address
reqalts, is there anything else
inform, im looking for a restaurant serving european food
request, what is the address
request, whats the address
inform, i dont care
request, phone number
null(), noise
request, whats the address phone number and post code
null(), unintelligible
inform, mediterranean
inform, any price range
inform, spanish food
reqalts, how about british
request, where is the address
inform, i dont care
affirm, yes
inform, im looking for an expensive restaurant in the south part of town
request, what is the price range
inform, international food
thankyou, thank you good bye
request, post code
null(), sil
inform, east
inform, moderate
inform, it doesnt matter
thankyou, um thank you goodbye
request, can i have the address and post code
inform, british food
inform, any area
inform, im looking for a restaurant in the east part of town
inform, for a restaurant in any area with international food
inform, gastropub
inform, any
null(), unintelligible
inform, creative
thankyou, thank you good bye
inform, moderate
negate, no
inform, center
affirm, right
inform, dont care
inform, world food
null(), is there
request, where is it
reqalts, how about italian food
request, whats the address
thankyou, thank you good bye
request, phone number
reqalts, how about korean
request, what is the phone number
inform, indian food
affirm, yes
null(), sigh
affirm, yes
null(), sil
request, and phone number
inform, i am looking for a restaurant in the west part of town
null(), cough
thankyou, thank you good bye
inform, im looking for a restaurant that serves traditional food
reqalts, how about asian oriental type of food
inform, north
inform, im looking for a cheap restaurant
request, can i have the address
request, whats the price range
inform, vietnamese food
request, what is the phone number
inform, the north
reqalts, how about spanish food
inform, chinese
inform, dont care
request, address and post code
inform, uh gastropub food
inform, food
thankyou, thank you good bye
inform, it doesnt matter
request, what is their address
confirm, is it in the south part of town
inform, food
inform, north american food
inform, im looking for an expensive restaurant in the south part of town
inform, african
inform, im looking for a expensive restaurant serving mediterranean food
inform, portugese
null(), okay
inform, west part of town
request, what is the phone number
inform, im looking for a restaurant in any area that serves malaysian food
inform, indian food in the west part of town
thankyou, thank you good bye
request, what is the phone number
request, what is the address
reqalts, how about british type of food
thankyou, thank you good bye
reqalts, how about italian food
inform, moderate restaurant in the south part of town
request, phone number
inform, im looking for a restaurant in any area that serves austrian food
thankyou, thank you good bye
thankyou, thank you good bye
affirm, yes id like a restaurant in the east part of town that serves indian food
inform, south
inform, any type
inform, north part of town
request, address please
inform, expensive restaurant serving portuguese food
thankyou, thank you good bye
inform, east
thankyou, thank you goodbye
reqalts, how about asian oriental
confirm, is it chinese food
inform, doesnt matter
inform, gastropub food
inform, canapes food
inform, south bart
inform, any
inform, hungarian
inform, asian oriental
inform, afghan
null(), okay
request, and their phone number
inform, hold on im working hold on gastro pub
inform, moderate
thankyou, thank you bye
thankyou, thank you good bye
request, phone number
inform, i want a singaporean food restaurant in the center
inform, basque
affirm, yes
inform, im looking for a moderately priced restaurant in the west part of town
inform, anything
null(), noise
request, the phone number
inform, east
request, phone number
inform, halal food
request, uh no price range whats the
request, post code
inform, cheap restaurant
inform, im looking for a cheap restaurant
inform, moderately priced
null(), noise
inform, are they the east side of town
null(), sil
inform, east part of town
inform, cheap restaurant
thankyou, thank you good bye
reqalts, how about moroccan food
inform, south
null(), noise
reqalts, what else
inform, i dont care
thankyou, thank you good bye
thankyou, thank you goodbye
request, whats the address
inform, caribbean food
request, what is the price range of this venue
thankyou, thank you goodbye
request, phone number
inform, vietnamese
thankyou, thank you good bye
request, could i have the phone number please
inform, spanish food
inform, any part of town
reqalts, how about a restaurant that serves thai food
request, what is the price range
request, whats its number
bye, good bye
null(), sil
inform, moderately priced
inform, a moderately priced restaurant
inform, christmas food
request, price range
inform, any type of food
negate, no im looking for pan asian
inform, uh it doesnt matter
inform, south
request, price range
thankyou, thank you goodbye
inform, south
inform, im looking for a cheap restaurant
null(), sil
inform, swedish
request, post code
inform, thai food
inform, i want a gastropub restaurant
affirm, yes
inform, looking for a cheap spanish restaurant
inform, i want scottish food
thankyou, thank you good bye
request, whats the address
request, and their phone number
request, address
affirm, yes
thankyou, thank you good bye
null(), noise
request, whats the type of food
request, whats its address
thankyou, thank you good bye
inform, south part of town
inform, indian
inform, any
request, alright whats the phone number
inform, i want to find a restaurant that serves vietnamese
negate, no
inform, south
inform, im looking for an expensive restaurant in the east part of town
request, whats the addre
reqalts, anything else
thankyou, thank you good bye
affirm, yes
inform, i dont care
inform, traditional
inform, any
request, whats their address
inform, it does not matter
thankyou, thank you good bye
request, phone number
inform, im looking for a cheap restaurant in the north of town
inform, any kind
inform, im looking for a moderately priced restaurant serving cuban food
inform, asian oriental food
inform, im looking for a thai food restaurant and i dont care the price
thankyou, thank you goodbye
request, and a phone number
inform, asian oriental
inform, im looking for a moderately priced restaurant in the west part of town
inform, spanish
request, what type of food
inform, any
reqalts, what about vietnamese food
inform, irish food noise
affirm, yes
inform, noise south part of town
null(), unintelligible
request, phone number
request, part of town
inform, i need a restaurant in the
inform, any part of town
inform, im looking for a restaurant serving romanian food
reqalts, how about the west of town
inform, swiss food
request, well can i get the address and the post code
inform, i dont care
inform, im looking for a restaurant in the center of town that serves
request, what is the phone number
request, noise address
null(), tv_noise
inform, im looking a cheap restaurant
request, whats the price range again
inform, moderately priced
thankyou, thank you good bye
inform, west
inform, center
request, phone number
thankyou, thank you good bye
inform, chinese food
inform, west part of town
negate, no
inform, it doesnt matter
repeat, go back
affirm, yes
request, address
request, post code
inform, jamaican food
reqalts, is there anything else
inform, north part of town
inform, i dont care
request, can i have the address
inform, cheap
bye, good bye
inform, i dont care
inform, australian food center part of town
inform, any
request, may i have their phone number
inform, can you find me a place that has thai food
thankyou, thank you good bye
inform, irish
inform, cheap
inform, moderately
inform, restaurant west part of town japanese food
inform, im looking for a restaurant in the east part of town that serves australian
thankyou, thank you good bye
confirm, does it serve modern european food
request, what is the type of food
negate, no i need a restaurant in the west part of town
request, address
inform, bistro food
negate, no
request, phone number
reqalts, what else
request, price range
request, whats the price range
null(), um breath
deny, wrong
inform, noise french food
inform, expensive restaurant
inform, korean food
inform, irish fdod
request, and what area of town is it in
thankyou, thank you good bye
thankyou, thank you good bye
inform, i need a cheap restaurant
request, whats the phone number
inform, chinese food
thankyou, thank you good bye
inform, moderate price north part of town
inform, i dont care
request, whats the address
inform, south
inform, east
thankyou, thank you good bye
reqalts, another one
bye, goodbye
repeat, again please
inform, cheap
request, can i get the phone number
confirm, er do they serve eritrean food
request, phone number
inform, moderate
request, what is the address
request, phone number
null(), unintelligible
reqalts, what about north american food
null(), sil
inform, pan asian
inform, mediterranean food
affirm, yes moderately priced
request, phone number
request, phone number
request, phone number
request, whats the phone number
inform, im looking for a moderately priced restaurant in the south part of town
inform, mediterranean food
inform, expensive french restaurant
thankyou, thank you good bye
inform, im looking for a restaurant in the east part of town that serves spanish food
inform, swedish food
inform, basque food
inform, west part of town
reqalts, how about chinese food
inform, in the center
null(), cough
thankyou, thank you good bye
thankyou, thank you good bye
request, whats the phone number
request, address
request, what is the phone number
request, whats their address
null(), noise
hello, hi i want to find a moderately priced restaurant in the north part of town
thankyou, thank you good bye
thankyou, thank you
reqalts, is their anything else
inform, can i have a thai restaurant
null(), okay ital
inform, find me a moderately priced restaurant in the west part of town
affirm, yes
inform, what about modern european
inform, im looking for a cheap hungarian restaurant
thankyou, thank you goodbye
inform, cheap
null(), noise
inform, dont care
request, address
inform, i dont care
request, type of food
request, what is the phone number
thankyou, thank you good bye
request, phone number and post code
inform, north part of town moderately priced
inform, south part of town
inform, turkish
reqalts, how about chinese food
null(), breathing
inform, jamcian food
reqalts, is there anything else
inform, malaysian food malaysian
inform, any
request, can i have the address and phone number
affirm, yes
inform, thai
inform, id like a restaurant that serves turkish food
request, okay whats the address
null(), unintelligible
thankyou, thank you good bye
null(), how about
affirm, yes
inform, traditional food
thankyou, thank you good bye
negate, no
thankyou, thank you good bye
request, what is the post code
inform, any
request, what is the phone number
reqalts, is there anything else
inform, thai food
request, address
inform, south
inform, indian food
inform, indonesian food
inform, italian food
request, phone number
inform, north
request, address
inform, moderately priced
thankyou, thank you good bye
request, could i have the address
request, whats the address
thankyou, thank you good bye
null(), noise
inform, polynesian food
request, what is the phone number
inform, jamaican food
inform, looking for caribbean food
bye, you good bye
inform, id like a restaurant in the south part of town that serves
inform, scandanavian
bye, good bye
negate, no caribbean food
inform, food
thankyou, thank you good bye
inform, centre
request, whats the price range
thankyou, thank you good bye
request, kind of food do they serve
request, what kind of food does it serve
request, noise breath whats their phone number
request, phone number
request, phone number
inform, dont care
request, address
request, post code
thankyou, thank you good bye
inform, food
request, what area is it in
request, address
affirm, uh yes i would like a restaurant in the south
inform, im looking for a place that serves mexican food
request, can i have the address phone number and post code
inform, i want to find an expensive restaurant
request, type of food
thankyou, thank you good bye
inform, can i find a moderately priced
inform, venetian food
inform, any kind
affirm, yes
bye, unintelligible bye
thankyou, thank you goodbye
thankyou, thank you good bye
inform, mediterranean food
inform, cheap
thankyou, thank you good bye
inform, australian food
inform, restaurant
inform, cheap
inform, want a caribbean restaurant thats moderately priced
thankyou, thank you goodbye
null(), sil
request, the phone number
request, what is the phone number and post code
inform, barbecue
thankyou, thank you good bye
inform, im looking for a moderately priced restaurant and it should be in the north of town
thankyou, thank you good bye
reqalts, how about chinese
request, whats the phone number
inform, i dont care
inform, a cheap restaurant in the west part of town
request, the address
inform, south part of town
thankyou, thank you goodbye
reqalts, is there anything else
inform, i dont care
request, and whats the phone number
inform, i dont care
inform, european type food
affirm, yes
inform, cheap
null(), noise
inform, south
request, address
inform, cheap
inform, i want to find a cheap restaurant
request, could i get their address and phone number
thankyou, thank you good bye
thankyou, thank you good bye
ack, kay
affirm, yes
request, what type of food do they serve
inform, mediterranean
affirm, yes
request, and whats the price range
inform, hungarian
null(), now
inform, any
inform, i dont care
reqalts, how about vietnamese
inform, indian food
request, phone number
request, how about phone number
thankyou, thank you good bye
restart, oh jesus christ start over
inform, im looking for a cheap restaurant that serves vietnamese food
request, whats the address
request, phone number
request, sounds good whats the address
thankyou, thank you good bye
inform, im looking for a restaurant in the east part of town that serves chinese
inform, any kind
reqalts, is there anything else
inform, cheap restaurant south part of town
request, phone number
request, whats the address
inform, cheap restaurant
inform, a cheap restaurant
inform, im looking for a moderately priced restaurant in the north part of town
inform, any price range
inform, i dont care
request, price range
request, post code
inform, in the north part of town
thankyou, thank you and good
inform, modern european
request, may i have its address
reqalts, anything else
reqalts, what about korean food
null(), sil
thankyou, okay thank you
inform, im looking for a italian restaurant in east part of town
request, address
request, whats the address
thankyou, thank you good bye
inform, moderate
inform, i dont care
inform, im looking for a moderately priced restaurant in the east part of town
request, what is the address and phone number
inform, restaurant
inform, im looking for a expensive restaurant and it should serve french food
inform, id like a restaurant in the north part of town serving swiss food
inform, korean food
inform, i dont care
inform, west part of town serving barbecue food
inform, italian food
inform, west part of town basque food
thankyou, thank you good bye
request, how about the phone number
request, and whats the post code
inform, moderate
inform, im looking for a restaurant serving romanian food
inform, looking for a cheap restaurant in the west part of town
affirm, yes
inform, i dont care
request, whats the address and phone number
bye, okay thank you and good bye
inform, south
inform, moderate
inform, im looking for a cheap restaurant that serves irish food
confirm, okay is there a chinese restaurant in the north part of town
negate, no
thankyou, thank you good bye
inform, turkish
inform, any type of food is okay
reqalts, anything else
thankyou, thank you good bye
thankyou, thank you good bye
inform, portuguese food
inform, american
thankyou, thank you good bye
inform, it doesnt matter
request, what is the phone number
inform, i am looking for an expensive restaurant serving kitalian food
request, phone number
inform, chinese
bye, good bye
request, can i get the phone number
inform, dont care
request, okay and whats the post code
null(), sigh
reqalts, give me a different restaurant
inform, uh international food
inform, moderate
request, and the post code
null(), unintelligible
reqalts, anything else
inform, what about a spanish restuarant
inform, im looking for polish food
null(), sil
inform, cantonese food
reqalts, what about indian
reqalts, how about italian food
thankyou, thank you good bye
request, whats its address
request, okay whats the address
inform, can i have the venusian food
request, phone number
request, whats their phone number
inform, in the west part of town
request, whats the phone number
request, and the phone number and address
null(), unintelligible
request, the phone number and post code
inform, i want thai food
null(), serve
thankyou, thank you good bye
request, address
affirm, right
request, any price
inform, i would like traditional food in the south part of town
inform, any kind
inform, chinese food im looking for sea food
inform, moderately priced
reqalts, anything else
null(), noise
inform, im looking for a moderately priced restaurant
inform, restaurant in the center
inform, indonesian food
request, type of food
request, post code
inform, moderately priced restaurants
request, whats the phone number
thankyou, thank you
inform, british food
inform, north
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, thank you good bye
thankyou, thank you
inform, chinese food north part of town
thankyou, thank you good bye
reqalts, is there anything else
